patient_idx,X0.0,X0.1,X0.2,X0.3,X0.4,X0.5,X0.6,X0.7,X0.8,X0.9,X1.1,X1.10,X1.2,X1.3,X1.4,X1.5,X1.6,X1.7,X1.8,X1.9,X10.10,X10.11,X10.12,X10.13,X10.14,X10.15,X11.11,X11.12,X11.13,X11.14,X11.15,X12.12,X12.13,X12.14,X12.15,X13.13,X13.14,X13.15,X13.16,X14.14,X14.15,X14.16,X15.15,X15.16,X16.16,X16.17,X17.17,X17.18,X18.18,X2.10,X2.11,X2.13,X2.2,X2.3,X2.4,X2.5,X2.6,X2.7,X2.8,X2.9,X3.10,X3.11,X3.12,X3.3,X3.4,X3.5,X3.6,X3.7,X3.8,X3.9,X4.10,X4.11,X4.12,X4.13,X4.4,X4.5,X4.6,X4.7,X4.8,X4.9,X5.10,X5.11,X5.12,X5.13,X5.5,X5.6,X5.7,X5.8,X5.9,X6.10,X6.11,X6.12,X6.13,X6.6,X6.7,X6.8,X6.9,X7.10,X7.11,X7.12,X7.13,X7.14,X7.7,X7.8,X7.9,X8.10,X8.11,X8.12,X8.13,X8.14,X8.8,X8.9,X9.10,X9.11,X9.12,X9.13,X9.14,X9.9,label
335,3859,100,0,0,0,0,0,0,0,0,3240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,786,22,17,6,2,0,1,0,0,0,441,0,27,19,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595,30,13,11,9,2,1,0,0,0,0,675,17,20,11,4,2,1,0,0,0,0,549,25,16,18,3,4,0,0,0,0,687,24,30,8,4,0,0,0,0,681,34,23,8,0,0,0,0,0,967,44,22,0,0,0,0,0,753,33,0,0,0,0,0,544,0
338,224,10,1,0,1,0,0,0,0,0,832,0,57,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1487,79,8,0,1,0,0,0,0,0,0,1002,40,9,0,0,0,0,0,0,0,0,791,37,5,5,1,0,0,0,0,0,464,13,8,5,0,0,0,0,0,247,17,2,1,0,0,0,0,0,344,16,6,0,0,0,0,0,446,24,0,0,0,0,0,1007,0
339,2069,73,9,0,0,0,0,0,0,0,2036,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,780,32,22,5,1,0,0,0,0,0,608,0,16,20,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605,21,16,11,4,0,0,0,0,0,0,638,17,19,18,5,0,0,0,0,0,0,632,24,6,16,2,0,0,0,0,0,615,11,13,9,1,0,0,0,0,487,15,10,2,0,0,0,0,0,878,25,10,0,0,0,0,0,822,27,0,0,0,0,0,740,0
341,37,6,0,0,0,0,0,0,0,0,535,0,45,14,4,1,0,0,0,0,307,14,0,0,0,0,290,6,0,0,0,647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,896,54,21,7,1,0,0,0,0,0,0,1026,58,16,4,2,0,0,0,0,0,0,820,32,18,7,0,0,0,0,0,0,581,26,13,2,1,0,0,0,0,510,15,13,3,3,0,0,0,0,419,13,9,9,3,0,0,0,351,18,20,8,0,0,0,314,0
342,472,13,3,0,0,0,0,0,0,0,246,0,10,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,15,5,3,0,0,0,0,0,0,0,352,16,5,0,0,0,0,0,0,0,0,942,44,10,0,0,0,0,0,0,0,2212,61,0,0,0,0,0,0,0,2423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,345,40,7,3,0,0,0,0,0,0,1053,0,42,14,5,3,1,0,0,0,550,27,8,0,0,0,525,31,0,0,0,561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595,23,9,3,5,1,0,0,0,0,0,450,9,12,6,6,7,0,1,0,0,0,376,13,7,12,9,3,3,0,0,0,336,6,8,6,14,11,1,0,0,338,12,6,9,13,9,0,0,0,537,15,10,16,8,0,0,0,469,15,21,14,6,0,0,554,0
346,573,10,3,1,0,0,0,0,0,0,154,0,10,3,2,0,0,0,0,0,750,36,10,0,0,0,912,31,0,0,0,1918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,10,5,7,0,0,1,0,0,0,0,176,5,4,1,4,0,0,0,0,0,0,146,9,2,3,1,1,0,0,0,0,358,12,8,4,0,1,0,0,0,184,7,7,2,4,1,0,0,0,538,13,4,9,4,0,0,0,650,21,20,4,3,0,0,305,0
347,4296,3,0,0,0,0,0,0,0,0,801,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,590,17,2,0,1,0,0,0,0,0,619,0,30,10,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,721,46,14,6,0,0,0,0,0,0,0,750,48,13,2,0,0,0,0,0,0,0,1030,57,16,1,0,0,0,0,0,0,867,39,10,0,0,0,0,0,0,813,36,1,0,0,0,0,0,0,732,29,0,0,0,0,0,0,695,0,0,0,0,0,0,0,0
351,699,20,1,1,0,0,0,0,0,0,461,0,25,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1027,39,1,0,0,0,0,0,0,0,0,1091,30,2,0,0,0,0,0,0,0,0,846,17,0,0,0,0,0,0,0,0,2933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,619,16,9,11,2,2,0,0,0,0,464,0,9,5,11,8,1,2,0,0,351,27,0,0,0,0,998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,3,7,5,4,7,2,0,0,0,0,522,9,7,7,6,3,5,9,0,0,0,692,5,10,6,10,7,9,0,0,0,688,6,10,6,6,7,6,0,0,699,5,7,9,13,15,0,0,0,732,6,6,7,15,0,0,0,371,2,6,21,0,0,0,299,0
357,1008,1,0,0,0,0,0,0,0,0,243,0,12,1,0,0,0,0,0,0,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,24,0,0,0,0,0,0,0,0,0,711,31,2,0,0,0,0,0,0,0,0,339,7,4,0,0,0,0,0,0,0,478,29,4,2,0,0,0,0,0,1077,50,3,0,0,0,0,0,0,964,36,2,0,0,0,0,0,501,17,19,0,0,0,0,721,0
358,775,22,26,13,6,4,0,0,0,0,711,0,18,24,25,15,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,726,14,12,19,14,4,1,0,0,0,0,608,15,12,12,12,2,0,0,0,0,0,667,20,11,11,6,0,0,0,0,0,892,24,18,24,0,0,0,0,0,931,22,26,0,0,0,0,0,0,643,25,0,0,0,0,0,0,778,0,0,0,0,0,0,0,0
360,1848,87,15,2,0,0,0,0,0,0,1729,0,74,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1607,70,0,0,0,0,0,0,0,0,0,1761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,4557,84,0,0,0,0,0,0,0,0,2558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,1656,8,0,0,0,0,0,0,0,0,1032,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2086,42,0,0,0,0,0,0,0,0,0,854,10,0,0,0,0,0,0,0,0,0,1465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,1504,43,2,0,0,0,0,0,0,0,3448,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,1412,16,0,0,0,0,0,0,0,0,5771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,677,26,0,0,0,0,0,0,0,0,836,0,21,0,1,0,0,0,0,0,526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650,15,4,0,0,0,0,0,0,0,0,520,23,2,0,0,0,0,0,0,0,0,435,39,2,1,0,0,0,0,0,0,677,19,6,0,0,0,0,0,0,442,31,4,0,0,0,0,0,0,775,49,3,0,0,0,0,0,736,35,11,0,0,0,0,633,0
371,218,0,4,0,0,0,0,0,0,0,77,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,723,21,3,1,0,0,0,0,0,0,691,0,42,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,789,30,17,9,1,0,0,0,0,0,0,870,49,27,3,0,0,0,0,0,0,0,880,43,24,2,0,0,0,0,0,0,883,34,20,1,0,0,0,0,0,650,27,11,0,0,0,0,0,0,441,29,0,0,0,0,0,0,863,0,0,0,0,0,0,0,0
374,370,9,8,1,2,0,0,0,0,0,457,0,9,8,13,4,3,0,0,0,305,5,3,5,10,0,216,3,6,8,4,277,11,4,3,764,13,9,0,508,16,0,374,0,0,0,0,0,0,0,0,0,472,14,8,2,10,4,1,0,1,0,0,351,9,4,3,7,11,0,5,0,0,0,502,14,3,4,5,13,5,2,0,0,374,9,3,5,4,6,7,3,1,517,8,10,3,0,6,10,2,0,421,10,4,3,5,7,15,2,510,6,7,2,2,13,6,340,0
376,592,36,9,1,4,0,1,0,0,0,638,0,24,12,8,2,0,2,0,0,430,29,0,0,0,0,713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635,19,12,17,7,1,1,0,0,0,0,473,13,12,8,7,2,0,1,0,0,0,475,15,15,10,7,5,3,1,0,0,607,20,18,17,4,5,2,0,0,580,22,10,10,6,4,0,0,0,548,21,13,15,6,0,0,0,482,17,21,12,0,0,0,519,0
377,962,20,10,4,2,0,0,0,0,0,872,0,18,16,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,701,6,10,14,0,0,0,0,0,0,0,753,3,25,0,0,0,0,0,0,0,0,698,24,0,0,0,0,0,0,0,0,3052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,4627,64,0,0,0,0,0,0,0,0,2508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,1309,76,22,15,0,0,0,0,0,0,1060,0,62,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,901,35,15,4,0,0,0,0,0,0,0,809,46,11,0,0,0,0,0,0,0,0,1280,79,0,0,0,0,0,0,0,0,1453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,1265,40,57,31,2,0,0,0,0,0,1010,0,37,33,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1614,53,26,0,0,0,0,0,0,0,0,2036,48,0,0,0,0,0,0,0,0,0,937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,305,6,2,2,0,0,0,0,0,0,424,0,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452,24,0,0,0,0,0,0,0,0,0,5494,18,0,0,0,0,0,0,0,0,0,400,2,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,1926,84,4,0,0,0,0,0,0,0,1799,0,54,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1269,62,0,0,0,0,0,0,0,0,0,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,1146,47,14,6,1,0,0,0,0,0,1129,0,55,33,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1168,65,26,4,0,0,0,0,0,0,0,1263,51,18,0,0,0,0,0,0,0,0,971,53,0,0,0,0,0,0,0,0,1142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,5123,52,0,0,0,0,0,0,0,0,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,4576,86,0,0,0,0,0,0,0,0,2537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,1936,66,1,0,0,0,0,0,0,0,1640,0,70,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,48,0,0,0,0,0,0,0,0,0,2134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,1663,25,0,0,0,0,0,0,0,0,987,0,38,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,978,46,0,0,0,0,0,0,0,0,0,1965,48,0,0,0,0,0,0,0,0,0,1446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,5098,69,0,0,0,0,0,0,0,0,2032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,188,0,0,1,2,1,0,0,0,0,39,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,3,4,0,0,0,0,0,0,0,0,2409,110,0,0,0,0,0,0,0,0,4275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,1431,52,6,0,0,0,0,0,0,0,1167,0,56,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1432,84,10,0,0,0,0,0,0,0,0,1502,55,0,0,0,0,0,0,0,0,0,1387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,2185,100,23,0,0,0,0,0,0,0,2382,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,2264,133,28,0,0,0,0,0,0,0,2214,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,583,34,13,3,2,2,0,0,0,0,817,0,37,5,6,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411,42,14,13,11,7,1,0,0,0,0,888,23,6,6,13,6,0,0,0,0,0,487,4,3,6,17,0,0,0,0,0,369,7,7,12,0,0,0,0,0,253,13,13,0,0,0,0,0,0,632,29,0,0,0,0,0,0,1391,0,0,0,0,0,0,0,0
396,591,18,0,0,0,0,0,0,0,0,6590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,1113,14,0,0,0,0,0,0,0,0,375,0,3,0,0,0,0,0,0,0,1410,58,0,0,0,0,2190,32,0,0,0,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,0,0,0,0,0,0,0,0,0,48,3,0,0,0,0,0,0,0,0,0,193,11,0,0,0,0,0,0,0,0,191,6,1,0,0,0,0,0,0,83,8,0,0,0,0,0,0,0,200,10,1,1,0,0,0,0,467,15,21,1,0,0,0,361,0
399,3716,43,0,0,0,0,0,0,0,0,3440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,527,17,17,10,7,9,5,4,0,0,404,2,7,8,1,13,8,9,3,4,421,14,5,4,8,0,741,11,9,10,0,493,10,8,0,452,13,0,0,317,0,0,0,0,0,0,0,0,0,8,4,0,355,10,3,3,4,4,3,7,4,2,3,490,11,7,9,3,9,4,3,4,2,1,254,1,2,6,4,7,5,9,2,3,400,7,8,8,5,2,6,7,7,391,7,6,8,10,10,7,0,2,476,14,4,5,10,10,4,2,546,10,8,9,4,5,3,381,0
401,3926,65,0,0,0,0,0,0,0,0,3208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,372,9,5,2,0,0,0,0,0,0,391,0,20,15,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553,22,31,12,4,0,0,0,0,0,0,1009,35,23,14,11,0,0,0,0,0,0,1138,40,20,25,1,0,0,0,0,0,899,24,28,5,1,0,0,0,0,558,26,12,4,0,0,0,0,0,849,23,9,0,0,0,0,0,442,20,0,0,0,0,0,533,0
403,1193,51,20,9,1,0,0,0,0,0,940,0,45,30,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1105,65,46,5,0,0,0,0,0,0,0,1231,59,15,0,0,0,0,0,0,0,0,1238,64,0,0,0,0,0,0,0,0,1068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,724,7,2,3,0,0,0,0,0,0,348,0,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1677,90,0,0,0,0,0,0,0,0,0,4331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,1718,19,0,0,0,0,0,0,0,0,664,0,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1060,62,4,0,0,0,0,0,0,0,0,1967,82,0,0,0,0,0,0,0,0,0,1587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,835,19,11,0,0,0,0,0,0,0,747,0,31,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580,24,10,2,2,0,0,0,0,0,0,819,42,11,11,2,0,0,0,0,0,0,743,35,20,3,0,0,0,0,0,0,736,34,23,3,0,0,0,0,0,897,47,11,0,0,0,0,0,0,764,36,0,0,0,0,0,0,685,0,0,0,0,0,0,0,0
412,705,29,16,5,0,0,0,0,0,0,894,0,42,26,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,728,26,23,14,3,0,0,0,0,0,0,767,29,26,12,2,0,0,0,0,0,0,773,19,22,11,0,0,0,0,0,0,625,20,27,3,0,0,0,0,0,564,24,11,0,0,0,0,0,0,849,38,0,0,0,0,0,0,854,0,0,0,0,0,0,0,0
413,1821,86,12,0,0,0,0,0,0,0,1449,0,85,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1873,97,0,0,0,0,0,0,0,0,0,1766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,692,18,2,1,0,0,0,0,0,0,308,0,17,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417,20,14,10,1,1,1,0,0,0,0,384,23,16,4,2,1,0,0,0,0,0,663,39,20,14,1,0,0,0,0,0,1097,66,30,3,1,0,0,0,0,1189,54,14,3,0,0,0,0,0,999,57,4,0,0,0,0,0,791,14,0,0,0,0,0,199,0
