patient_idx,X0.0,X0.1,X0.2,X0.3,X0.4,X0.5,X0.6,X0.7,X0.8,X0.9,X1.1,X1.10,X1.2,X1.3,X1.4,X1.5,X1.6,X1.7,X1.8,X1.9,X10.10,X10.11,X10.12,X10.13,X10.14,X10.15,X11.11,X11.12,X11.13,X11.14,X11.15,X12.12,X12.13,X12.14,X12.15,X13.13,X13.14,X13.15,X13.16,X14.14,X14.15,X14.16,X15.15,X15.16,X16.16,X16.17,X17.17,X17.18,X18.18,X2.10,X2.11,X2.13,X2.2,X2.3,X2.4,X2.5,X2.6,X2.7,X2.8,X2.9,X3.10,X3.11,X3.12,X3.3,X3.4,X3.5,X3.6,X3.7,X3.8,X3.9,X4.10,X4.11,X4.12,X4.13,X4.4,X4.5,X4.6,X4.7,X4.8,X4.9,X5.10,X5.11,X5.12,X5.13,X5.5,X5.6,X5.7,X5.8,X5.9,X6.10,X6.11,X6.12,X6.13,X6.6,X6.7,X6.8,X6.9,X7.10,X7.11,X7.12,X7.13,X7.14,X7.7,X7.8,X7.9,X8.10,X8.11,X8.12,X8.13,X8.14,X8.8,X8.9,X9.10,X9.11,X9.12,X9.13,X9.14,X9.9,label
415,377,16,10,8,6,4,2,0,0,0,396,0,10,14,7,4,10,6,1,0,476,5,4,10,10,6,323,3,3,8,2,320,5,6,8,347,11,12,0,360,16,0,528,0,0,0,0,0,0,2,0,0,445,10,11,14,5,5,1,2,7,1,0,400,9,11,5,6,3,6,5,3,2,0,552,14,9,9,7,14,6,5,6,2,523,9,2,6,11,13,7,8,4,486,8,5,3,4,5,3,9,1,357,3,5,7,4,3,5,4,322,7,6,8,12,5,4,429,0
416,0,0,0,0,0,0,0,0,0,0,1067,0,27,0,0,0,0,0,0,0,197,13,0,0,0,0,841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1122,29,0,0,0,0,0,0,0,0,0,664,23,0,0,0,0,0,0,0,0,0,550,33,4,0,0,0,0,0,0,0,654,34,5,0,0,0,0,0,0,675,28,4,0,1,0,0,0,0,541,23,1,1,0,0,0,0,429,14,11,2,0,0,0,206,0
417,500,9,7,3,1,0,0,0,0,0,206,0,7,7,6,3,4,3,0,0,696,15,6,2,0,0,589,11,4,0,0,329,4,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,3,2,5,5,7,2,2,3,1,0,294,4,6,7,7,5,6,10,4,0,0,372,6,12,7,13,11,11,7,1,0,374,7,6,18,9,21,9,3,0,549,10,6,18,9,11,2,1,0,502,20,13,28,25,15,2,0,1026,34,23,15,20,3,0,873,0
420,524,17,0,0,0,0,0,0,0,0,6658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,4162,63,0,0,0,0,0,0,0,0,2974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,986,20,7,1,0,0,0,0,0,0,435,0,19,6,4,1,0,0,0,0,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399,8,6,17,5,0,0,0,0,0,0,321,9,15,10,2,0,0,0,0,0,0,532,17,21,20,4,0,0,0,0,0,631,17,17,13,1,0,0,0,0,912,20,21,22,1,0,0,0,0,617,12,14,8,0,0,0,0,560,22,33,0,0,0,0,894,0
424,692,20,14,8,5,23,6,0,0,0,1121,0,15,7,13,50,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570,2,6,15,28,0,0,0,0,0,0,205,1,12,11,0,0,0,0,0,0,0,304,11,15,1,0,0,0,0,0,0,1655,36,3,0,0,0,0,0,0,2239,6,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,778,20,19,5,0,0,0,0,0,0,227,0,2,6,12,5,1,0,0,0,554,16,16,0,0,0,567,26,6,0,0,602,16,0,0,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,2,6,7,6,1,1,0,0,0,0,230,9,4,7,6,1,0,0,0,0,0,452,16,11,12,5,5,2,0,0,0,442,13,6,13,10,10,1,0,0,496,20,13,6,8,6,1,0,0,625,19,18,11,19,2,0,0,630,16,20,12,15,0,0,619,0
426,424,18,18,13,3,0,0,0,0,0,557,0,11,19,12,12,8,6,0,0,316,5,4,4,0,0,126,3,9,0,0,214,16,0,0,1162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421,15,11,6,8,5,4,0,0,0,0,715,12,7,7,18,8,9,1,0,0,0,507,13,11,7,12,4,1,1,0,0,471,10,9,8,11,2,2,1,0,440,11,9,11,3,2,0,0,0,504,3,8,4,3,2,1,0,339,8,4,3,6,6,0,555,0
427,733,21,0,0,0,0,0,0,0,0,1005,0,9,0,0,0,0,0,0,0,973,28,0,0,0,0,2716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391,9,0,0,0,0,0,0,0,0,0,202,7,0,0,0,0,0,0,0,0,0,198,7,1,0,0,0,0,0,0,0,171,10,1,0,0,0,0,0,0,161,7,0,0,0,0,0,0,0,161,9,1,0,0,0,0,0,94,3,6,0,0,0,0,275,0
431,1053,59,12,3,0,0,0,0,0,0,1727,0,87,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1359,50,13,1,0,0,0,0,0,0,0,709,28,1,0,0,0,0,0,0,0,0,608,43,0,0,0,0,0,0,0,0,1426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,372,10,4,2,0,0,0,0,0,0,165,0,15,4,1,0,0,0,0,0,501,22,6,0,0,0,867,11,9,0,0,184,9,0,0,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446,19,16,9,5,0,0,0,0,0,0,416,15,13,10,3,2,0,0,0,0,0,348,13,7,9,3,0,1,0,0,0,697,14,25,21,10,1,0,0,0,535,16,21,9,10,6,0,0,0,574,11,12,12,21,0,0,0,745,19,11,17,6,0,0,598,0
433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1727,66,0,0,0,0,0,0,0,0,0,2570,47,4,0,0,0,0,0,0,0,0,952,28,1,0,0,0,0,0,0,0,704,20,0,0,0,0,0,0,0,287,5,0,0,0,0,0,0,0,76,3,0,0,0,0,0,0,37,3,0,0,0,0,0,669,0
434,887,23,2,1,0,0,0,0,0,0,846,0,28,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463,28,14,2,0,0,0,0,0,0,0,728,32,23,5,1,0,0,0,0,0,0,810,56,14,1,0,0,0,0,0,0,1244,75,16,0,0,0,0,0,0,1200,46,0,0,0,0,0,0,0,637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,988,23,4,0,0,0,0,0,0,0,483,0,21,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,709,29,7,1,0,0,0,0,0,0,0,724,32,2,0,0,0,0,0,0,0,0,887,40,6,0,0,0,0,0,0,0,1132,32,1,0,0,0,0,0,0,1398,26,0,0,0,0,0,0,0,644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,3654,95,0,0,0,0,0,0,0,0,3450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,996,9,0,0,0,0,0,0,0,0,143,0,4,1,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2,2,0,0,0,0,0,0,0,0,67,2,1,0,0,0,0,0,0,0,0,215,20,4,2,0,0,0,0,0,0,471,50,7,0,0,0,0,0,0,1475,87,9,0,0,0,0,0,0,2157,83,4,1,0,0,0,0,1065,17,1,0,0,0,0,219,0
440,708,37,31,14,17,5,0,0,0,0,826,0,24,27,28,14,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,822,25,24,11,9,6,6,0,0,0,0,735,18,10,28,12,5,0,0,0,0,0,853,18,19,12,18,0,0,0,0,0,643,26,16,14,0,0,0,0,0,731,14,32,0,0,0,0,0,0,421,19,0,0,0,0,0,0,903,0,0,0,0,0,0,0,0
442,823,40,8,3,1,0,0,0,0,0,748,0,42,11,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,828,34,30,6,4,0,0,0,0,0,0,651,23,20,6,1,0,0,0,0,0,0,756,32,23,7,2,0,0,0,0,0,653,36,18,1,0,0,0,0,0,734,37,6,0,0,0,0,0,0,807,23,0,0,0,0,0,0,774,0,0,0,0,0,0,0,0
444,622,16,0,0,0,0,0,0,0,0,903,0,18,0,0,0,0,0,0,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,22,2,0,0,0,0,0,0,0,0,585,27,1,0,0,0,0,0,0,0,0,699,28,0,0,0,0,0,0,0,0,407,17,0,0,0,0,0,0,0,332,18,0,1,0,0,0,0,0,451,17,3,0,0,0,0,0,794,55,19,0,0,0,0,1511,0
445,115,8,2,0,0,0,0,0,0,0,500,0,27,4,1,0,0,0,0,0,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,848,51,21,3,0,0,0,0,0,0,0,1176,72,18,4,2,0,0,0,0,0,0,1152,52,21,4,0,0,0,0,0,0,712,33,10,0,0,0,0,0,0,782,27,11,0,2,0,0,0,0,526,20,3,0,0,0,0,0,321,7,6,0,0,0,0,162,0
446,1676,64,2,0,0,0,0,0,0,0,2097,0,80,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1676,46,0,0,0,0,0,0,0,0,0,1556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,1244,52,5,0,0,0,0,0,0,0,1609,0,90,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2343,119,0,0,0,0,0,0,0,0,0,1717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,671,22,10,6,0,0,0,0,0,0,490,0,25,13,14,3,1,1,1,0,731,14,0,0,0,0,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,588,13,15,7,9,4,1,0,0,0,0,459,19,12,12,5,2,0,0,0,0,0,544,13,14,11,2,4,1,0,0,0,456,14,9,6,3,4,0,0,0,577,13,13,6,15,1,0,0,0,707,17,10,7,4,0,0,0,510,20,17,6,0,0,0,627,0
