DayOfWeek, HourOfDay, PeakProduction, PeakConsumptionAG, PeakConsumptionSO, PeakConsumptionSG, PeakConsumptionGE, PeakConsumptionZH, EndUserConsumption
4, 19, 14.688353843348796, 11.844969131362557, 11.082575116845222, 11.574255761504388, 12.280588036463307, 12.523834537383104, 14.279152151057604
4, 20, 14.692971232648913, 11.826808029663404, 10.968468528872684, 11.545189567691136, 12.28981254247641, 12.5064023755981, 14.239090930048627
4, 21, 14.677442930044156, 11.813898628251836, 10.998747796039634, 11.510337200301208, 12.255665382789742, 12.46439081635855, 14.210566534546336
4, 22, 14.645834392627073, 11.82894472972421, 11.080149672109656, 11.471170105834041, 12.187061483142996, 12.423655947267383, 14.219059659036033
4, 23, 14.754249317716143, 11.841264113461381, 11.098033780975314, 11.497586295130759, 12.20507979781996, 12.422110724660715, 14.173596644073388
5, 0, 14.706208070095494, 11.786117565498047, 11.078982823738317, 11.447524639354992, 12.15183187475661, 12.374284578090224, 14.100942741062093
5, 1, 14.535507257162358, 11.725188622897166, 10.99771638119922, 11.373146898756895, 12.019604816818662, 12.294610435292194, 14.07017928141295
5, 2, 14.379800330936503, 11.791833901391865, 10.990594423663634, 11.296900436743474, 11.896933637368305, 12.230011632752857, 14.04509521753093
5, 3, 14.245745084168476, 11.717341074027368, 10.965190391023732, 11.556301990376365, 11.836732434632225, 12.280210780086149, 14.02571872840927
5, 4, 14.213931781396273, 11.6630944999884, 10.906639288427797, 11.556029022425184, 11.808608109820021, 12.237584069291124, 13.978961227657308
5, 5, 14.182640394453411, 11.59557396845313, 10.89170100635732, 11.419159393217235, 11.830672073409167, 12.10664511154447, 14.03611908602046
5, 6, 14.224493098646958, 11.66258353957099, 10.907475284639908, 11.324342535430613, 11.913742320002523, 12.195556969099306, 14.189434378504826
5, 7, 14.582314861640679, 11.808736453079426, 11.00364844150359, 11.486815063992722, 12.071937979544293, 12.37403853860045, 14.3010125035749
5, 8, 14.703085450339103, 11.886116482575957, 11.078212652324611, 11.590919788752595, 12.238533402926754, 12.495359166415913, 14.360043525308775
5, 9, 14.755567596995188, 11.920319657863955, 11.109779131425222, 11.641870346364069, 12.31796017233123, 12.569642617535354, 14.371066237087112
5, 10, 14.765539043144676, 11.945203680544974, 11.1356885655186, 11.643495896272176, 12.342104875951437, 12.587815854419922, 14.385056587159275
5, 11, 14.714446256613305, 11.952316221574854, 11.156570584091565, 11.66869115710562, 12.35090948878451, 12.601987053888688, 14.40601709288641
5, 12, 14.558086532192606, 11.983035107346373, 11.083424618982253, 11.695129786559072, 12.374063493985409, 12.623784037532094, 14.406685239827564
5, 13, 14.515176316356003, 11.979803508407791, 10.98691352731849, 11.696090386032541, 12.381326081909092, 12.631208434321449, 14.336994707694661
5, 14, 14.470807548814486, 11.899969617633902, 10.90557917572432, 11.615206253533211, 12.316541208870715, 12.586375499366907, 14.329604784622907
5, 15, 14.42682272917886, 11.891093042633576, 10.89616082491385, 11.609471014118796, 12.310109478005835, 12.578906208955368, 14.308953715017479
5, 16, 14.424543546094005, 11.87268578822717, 11.080479381966738, 11.59358174621515, 12.285210731849475, 12.555402989807547, 14.290261400715234
5, 17, 14.407381378558977, 11.849131251811137, 11.065399032189353, 11.564258750758112, 12.28402153191981, 12.529257440224603, 14.264009998128317
5, 18, 14.442609808401842, 11.828041121821995, 11.071727158054827, 11.53350275880146, 12.25716539956085, 12.505683349370942, 14.267848977745482
5, 19, 14.544007234522391, 11.829337979677844, 11.045199751303699, 11.511584778651825, 12.277027206977918, 12.503077780361204, 14.262165902543304
5, 20, 14.588264313301014, 11.811558530811718, 10.993204393765867, 11.492570617508555, 12.283566035684157, 12.484190233780392, 14.230552725288218
5, 21, 14.573938133276902, 11.836278006390577, 11.01072820954096, 11.454300453849106, 12.250723951669126, 12.437973495525519, 14.20458085054419
5, 22, 14.440395697224032, 11.841386670223715, 11.049087445229912, 11.426141219275243, 12.176015965267935, 12.423932450408996, 14.190887950400842
5, 23, 14.346284670908084, 11.800328135893038, 11.042194002918444, 11.462516314349203, 12.17168298164366, 12.395210977726453, 14.141329902772725
6, 0, 14.3263327859245, 11.74579742152384, 11.033451307507628, 11.39556213397552, 12.11607468586636, 12.35078341354687, 14.080170203719646
6, 1, 14.277003696121142, 11.695307053295588, 11.017424335699118, 11.475680282690206, 11.997523999788957, 12.286671612309076, 14.044384983603448
6, 2, 14.17868344337955, 11.755297698513496, 10.968468701239876, 11.536808307834356, 11.970955862803423, 12.22578398924837, 14.002965421764365
6, 3, 14.162441930911545, 11.667413530733594, 10.911204987817499, 11.624981512245443, 11.939055247006237, 12.260449659862255, 13.982182283306662
6, 4, 14.12320382713659, 11.579487849214532, 10.890248695797348, 11.583506890303799, 11.907951548900758, 12.211439433526133, 13.914792394832237
6, 5, 14.102216363272328, 11.481534823835847, 10.773624057104776, 11.423174479769587, 12.087991903063514, 12.05000280529211, 13.890079448521643
6, 6, 14.089288363306636, 11.46922677422416, 10.78258341225474, 11.426567838602722, 12.109523947078163, 12.064173840689765, 13.93557567125512
6, 7, 14.084182657681227, 11.508877513056602, 10.788622401313775, 11.598919883866555, 12.14716082478216, 12.113214888078346, 13.98899820290239
6, 8, 14.109396777085214, 11.540405671534579, 10.841110917121602, 11.635324162717145, 12.202913425445443, 12.16765567329061, 14.054306927032897
6, 9, 14.166228394620447, 11.606620577619083, 10.8685956101156, 11.64847034541697, 12.274883055705406, 12.258441199618757, 14.107982835293322
6, 10, 14.264947269443264, 11.643709539670505, 10.911191572092877, 11.337896523499527, 12.324941957641265, 12.320892352640074, 14.121664398246807
6, 11, 14.301773884583467, 11.663494916992187, 10.918542401590488, 11.349247979900168, 12.346096940444417, 12.350967171893092, 14.1387544321885
6, 12, 14.310104976933681, 11.680063026149133, 10.936326068568683, 11.500103368101465, 12.365235757816684, 12.368584045499603, 14.137060219740022
6, 13, 14.327917720438354, 11.683664831402256, 10.899203139713887, 11.498797201417943, 12.3765046804131, 12.373135537077635, 14.109287848525305
6, 14, 14.32504107404023, 11.816233077825066, 10.88076137373427, 11.726865263392577, 12.527162586065943, 12.355510279240514, 14.096813110230812
6, 15, 14.289794814737121, 11.78842274341439, 10.911776257636873, 11.689109540901253, 12.514191434642152, 12.33097905406013, 14.065223647341702
6, 16, 14.257343013528983, 11.683046834547861, 10.882035060596646, 11.67696030090104, 12.492584387161925, 12.30580512345304, 14.046442732651462
6, 17, 14.245054648479092, 11.661358194145482, 10.845565712105973, 11.664871614891817, 12.487125308173782, 12.291688225097651, 14.045753483380112
6, 18, 14.238121372105974, 11.648119101551469, 10.598019648657655, 11.650456468476921, 12.488317071995343, 12.306902699125233, 14.074893752686181
6, 19, 14.23618622542211, 11.658772594114378, 10.892025734007651, 11.599583873173705, 12.496550732986387, 12.317981010159132, 14.07398264387624
6, 20, 14.333257793214155, 11.652963221479085, 10.890972712026459, 11.53088494176646, 12.421254752484591, 12.30662680162502, 14.051597909288239
6, 21, 14.435260477832188, 11.648753191500736, 10.890756538387127, 11.216129036008004, 12.077307453646865, 12.286311503195812, 14.054029842518524
6, 22, 14.4308214875837, 11.643501949901959, 10.944850405574872, 11.212453107102478, 12.05656298034795, 12.278744566341285, 14.0793059693907
6, 23, 14.579583291112627, 11.661776644360893, 10.975188559186073, 11.262471991960947, 12.089955175174508, 12.309422285732474, 14.044370983965392
7, 0, 14.556258229598875, 11.622120233476714, 10.861293018131322, 11.181638114366447, 12.050201108376925, 12.284738103692389, 13.988351799913563
7, 1, 14.338792683373661, 11.558588325170522, 10.968009288910444, 11.244495238096862, 12.035294798990883, 12.235856359370413, 13.948780962784442
7, 2, 14.297471076597235, 11.489156610583839, 10.945447687428329, 11.205347497993015, 12.208250741755467, 12.174599511824823, 13.915741200593912
7, 3, 14.219281471735343, 11.439839876158347, 10.869727376762944, 11.174479872161816, 12.322385147147846, 12.219129912182591, 13.89719793642505
7, 4, 14.15462587642242, 11.424242579060316, 10.785425775896435, 11.144415852500117, 12.323851427844179, 12.172439411302422, 13.854962072365513
7, 5, 14.16617646686055, 11.405163111652685, 10.788061090115574, 11.122137861359803, 12.317297807482392, 12.020244610219718, 13.808102011328923
7, 6, 14.138302136096444, 11.419813561185702, 10.618061286208722, 11.305789574658212, 12.313422205726717, 12.006479884443513, 13.801875387089257
7, 7, 14.158653997544794, 11.423022868795158, 10.771179461933862, 11.443103918798661, 12.313098388427193, 12.00514275259037, 13.815808724508212
7, 8, 14.186780638233392, 11.416282870896124, 10.71074266828044, 11.485625979888464, 12.339471026809079, 12.007155305375168, 13.893776269869468
7, 9, 14.243055989604876, 11.47737717540704, 10.7751983836301, 11.525641664309921, 12.392094995932043, 12.076544105078401, 13.967600974047821
7, 10, 14.25110545737226, 11.544122526473696, 10.782773349805584, 11.531459077603875, 12.446949233033145, 12.153659308339325, 14.02019963372922
7, 11, 14.228813960886127, 11.567400733504211, 10.862843156998004, 11.163731687193089, 12.490952776206816, 12.21410267338514, 14.06825719403469
7, 12, 14.244727394544121, 11.619439294306085, 10.89962986612811, 11.199617850351244, 12.533987154747184, 12.264070715093904, 14.084864177575572
7, 13, 14.247871242874645, 11.629571125171413, 10.894000522892503, 11.35102927094423, 12.547449474237853, 12.28815407360028, 14.068009391005308
7, 14, 14.204643149013366, 11.62873038544618, 10.876293826096648, 11.457822890795951, 12.492382211525737, 12.273644776242744, 14.030490174868637
7, 15, 14.193758184765347, 11.60748451729438, 10.76554424922734, 11.452201206940272, 12.464790724581553, 12.250332439241383, 14.018405707039417
7, 16, 14.207904630408047, 11.598573911091398, 10.84518363806234, 11.435106488472783, 12.442775137538932, 12.24106962916779, 14.02281534527772
7, 17, 14.297704089414404, 11.603189909161179, 10.85484911021845, 11.150932456589485, 12.487575565027669, 12.254520160525892, 14.046221855117953
7, 18, 14.42704496210423, 11.640140413295908, 10.614478138448186, 11.180525164751947, 12.278673663155208, 12.289547347935894, 14.091572167102774
7, 19, 14.591733987125547, 11.668487422761814, 10.9187888094847, 11.211622458007993, 12.115663559221758, 12.31866934425035, 14.08936793972923
7, 20, 14.655699596589114, 11.665149793430656, 10.932956083334508, 11.20664410923336, 12.133870142969496, 12.309182618615807, 14.068338540133277
7, 21, 14.647137920229811, 11.654672783008268, 10.907113603924866, 11.172451479622566, 12.11135565275563, 12.283676461523756, 14.058843743246548
7, 22, 14.6188223215493, 11.628931927899854, 10.984499442222239, 11.178752845401734, 12.065374432490394, 12.291206701037364, 14.070445227368333
7, 23, 14.5661672692432, 11.631828699636023, 10.76868303356871, 11.229422774720884, 12.092640609282647, 12.312112474402523, 14.043543958455594
1, 0, 14.511966765151826, 11.586588899045823, 10.987947636162616, 11.156108965298671, 12.047510155464316, 12.285728907774063, 13.983414152845283
1, 1, 14.441366001430191, 11.520705005718982, 10.977233657717976, 11.050159348032404, 11.957135987397642, 12.205508721554933, 13.929508927018766
1, 2, 14.38548967434305, 11.448112260777387, 10.675577697812402, 10.983903782485374, 11.851149908437163, 12.153602242832914, 13.898187583542756
1, 3, 14.359082416764613, 11.384742623311855, 10.556421069130261, 10.95845818767917, 11.789855751064161, 12.195395982261468, 13.883137373221137
1, 4, 14.329261358625654, 11.367693544505217, 10.515110528547781, 10.918847709389908, 11.821264725947296, 12.150517175700523, 13.84756077153731
1, 5, 14.306901004480046, 11.352274342974653, 10.504493045813518, 11.28222096911944, 11.853670318094894, 12.013549990003414, 13.82903248524496
1, 6, 14.29795235461701, 11.37691701840772, 10.503640494428584, 11.349164957975175, 11.879954369183903, 12.028660806323533, 13.859240896110204
1, 7, 14.339557353388333, 11.381914698610768, 10.527830299210784, 11.456727150087739, 12.164770473243024, 12.062697747032207, 13.903966085499677
1, 8, 14.378178141003705, 11.364368529277392, 10.827366262748283, 11.000972379191074, 12.218213456716727, 12.089643941727243, 13.978970712420832
1, 9, 14.475875867186282, 11.425161659522745, 10.880791386052776, 11.067001708823481, 12.2301648144757, 12.156501840489929, 14.035779445388624
1, 10, 14.489712707347342, 11.484899912300587, 10.863930184635594, 11.273279698004638, 12.258771380323509, 12.237796921827789, 14.077143186389838
1, 11, 14.527300455639502, 11.53151707496715, 10.924619103049004, 11.317555553053763, 12.335953003732536, 12.272964270945035, 14.13176685758862
1, 12, 14.536341806393592, 11.58061301022279, 10.937615060844827, 11.314487135922985, 12.38275858535755, 12.342579918950836, 14.158038171585222
1, 13, 14.53131696225315, 11.592813929979746, 10.970415708547186, 11.225806753800677, 12.52451094016593, 12.392922799398633, 14.144859661632209
1, 14, 14.427559949573132, 11.593196752671206, 10.94127643713192, 11.32019950722488, 12.56920774764012, 12.38702844927454, 14.122536520155307
1, 15, 14.406195709304274, 11.5990608575642, 10.887852846380088, 11.350250812760066, 12.482683251103095, 12.39400707480899, 14.11077053344493
1, 16, 14.416664671861882, 11.570623785811936, 10.914700752700575, 11.347487011925688, 12.461805393091597, 12.378055533660927, 14.098295077960879
1, 17, 14.437573926293485, 11.581725359171594, 10.956823391702901, 11.154627541855866, 12.404955360325307, 12.362534893053622, 14.145731481494295
1, 18, 14.505763472674662, 11.639352447178139, 10.974784775069818, 11.234683377986041, 12.383563930320593, 12.374462484215048, 14.175979542121405
1, 19, 14.606298595596263, 11.655550634829398, 10.920696202328239, 11.257728557324993, 12.240496796626987, 12.427756491993444, 14.171256287517007
1, 20, 14.670343251940047, 11.640163192719585, 10.787987345203568, 11.275305433224181, 12.251321623284, 12.431177659917338, 14.14163152889726
1, 21, 14.678757887599874, 11.67880423537595, 10.909047911299794, 11.247028683103524, 12.20868578829669, 12.398336467963254, 14.124601448714214
1, 22, 14.664707046808948, 11.69001683481712, 10.960186730800157, 11.239439606410505, 12.14445914368301, 12.381156309358012, 14.124434497979495
1, 23, 14.620047648732394, 11.695307911577027, 10.956103004560362, 11.301660641381911, 12.15148907041664, 12.355812938167933, 14.084551025372626
2, 0, 14.542692836736482, 11.650483737569466, 10.97513181766207, 11.271371520102521, 12.09735711922401, 12.30738559533389, 14.027111017799283
2, 1, 14.418366040045676, 11.596247095710623, 11.002496245958824, 11.224240858148761, 12.120035726329569, 12.241973179907967, 14.00156957507742
2, 2, 14.369833015437175, 11.693445742100272, 10.958061481806899, 11.16515578548376, 12.05092108081804, 12.198155568015771, 13.993128269839007
2, 3, 14.354539713139465, 11.61944309691072, 10.884867635063419, 11.588928755016576, 12.08520988300464, 12.263135161160925, 13.978167222826098
2, 4, 14.335821174231324, 11.553649816323544, 10.877823978944713, 11.584187363467281, 12.074811194637448, 12.220769067142648, 13.933120081679442
2, 5, 14.289076332729671, 11.47953294923101, 10.794862774980256, 11.545106885334617, 12.248648239196301, 12.081035423647776, 14.018995253230722
2, 6, 14.320963436749894, 11.606694931212008, 10.946422071845515, 11.492243440757901, 12.28282324322834, 12.19117712606257, 14.18005542297595
2, 7, 14.543887874123994, 11.761377423624543, 11.044717167152136, 11.44737796778748, 12.176391527008299, 12.380581684760537, 14.299324403172246
